experiment,arm,seed,outcome,inflation_annual_final,gdp_growth_mean,unemployment_final,approval_final,stability_min,reserves_min,authority_violations,perception_gap_mean,agreements_broken,election_winner,election_turnover
brain_comparison,fake_rules,1,defeated,64.11002015722005,1.8131440120907574,8.691044919203984,43.748599018911754,44.41125021902022,4286.395414098211,0,0.47075,0,union_republicana,True
brain_comparison,fake_rules,2,defeated,54.631408191259624,1.6783715501760381,8.126528788998629,45.93114151491718,47.29315175771926,3675.7080181382553,0,0.6415416666666667,0,union_republicana,True
brain_comparison,fake_rules,3,hyperinflation,1801.46045302242,2.0092776448589706,8.609126885097522,0.0,6.1883461856387285,0.0,0,-0.1811081081081081,0,,
brain_comparison,fake_rules,4,defeated,26.799592257190486,1.3281155534903573,9.775517903504664,43.95155873073718,48.25724556328327,8146.614890053427,0,0.740625,0,union_republicana,True
brain_comparison,fake_rules,5,defeated,40.8128743829522,2.453853014098922,7.791232258853784,42.77834127667015,49.42284801290933,4856.240813262535,0,0.7518125,0,union_republicana,True
brain_comparison,fake_rules,6,defeated,84.18555843368011,2.361312699450869,7.449029124892719,46.01728177111636,37.2765826268811,6514.132689295901,0,0.7350833333333333,0,union_republicana,True
brain_comparison,fake_rules,7,defeated,18.421555508653988,0.30775487942780166,11.575161218225931,45.141536451057576,49.048414984658386,8172.318655380892,0,0.6282291666666666,0,union_republicana,True
brain_comparison,fake_rules,8,defeated,187.2157735316801,2.615201708931293,6.967344182773339,46.13689071269009,44.136573640542906,642.2783132979822,0,0.6467708333333333,0,union_republicana,True
brain_comparison,fake_rules,9,defeated,41.51939304440981,1.9830242221729437,8.02978647007984,42.749564187512874,37.69423691737094,1849.380323659678,0,0.7763125,0,union_republicana,True
brain_comparison,fake_rules,10,defeated,32.10236747130904,0.8639442483819606,10.550799593005951,44.60865230313709,39.76822497022351,7595.220701128276,0,0.7033125,0,union_republicana,True
brain_comparison,fake_rules,11,defeated,30.959975979746,0.769861144601468,10.439757381857538,41.65298704604305,50.750015155755335,7907.124222771196,0,0.6575833333333333,0,union_republicana,True
brain_comparison,fake_rules,12,defeated,33.3110316409184,0.984975620683592,11.0661452139034,41.36550783838193,45.43514247175153,7263.303206058166,0,0.8110416666666667,0,union_republicana,True
brain_comparison,fake_rules,13,defeated,59.51801430904526,2.0881315923024037,7.633165825932523,46.20676628723768,43.020561690157535,3041.3989200422634,0,0.7378750000000001,0,union_republicana,True
brain_comparison,fake_rules,14,defeated,24.878962118245607,1.2742030136409215,9.435731630331368,43.853975574867775,42.257736035135615,8048.296918688704,0,0.7036875,0,union_republicana,True
brain_comparison,fake_rules,15,reelected,19.20010188510355,1.8813582133029572,8.567120990451176,31.701019123765818,52.90478763083319,6030.674455080215,0,0.8396041666666667,0,frente_federal,False
brain_comparison,fake_rules,16,defeated,12.700678327693527,0.7633234640426065,11.503744676233186,43.23629345421278,52.39776130043007,8081.414611612887,0,0.6797291666666667,0,union_republicana,True
brain_comparison,fake_rules,17,defeated,31.044386422397086,1.3403203742802159,10.031679308792508,44.90202090423007,48.42155644625309,3967.2846487967913,0,0.6686875,0,union_republicana,True
brain_comparison,fake_rules,18,defeated,17.354381437208467,0.3356925818251717,11.484488832932067,40.160943312159446,55.039273396429785,8237.011570250372,0,0.44047916666666664,0,union_republicana,True
brain_comparison,fake_rules,19,defeated,39.72256691184426,1.843317253957964,8.279839528841851,44.277806163618045,36.71384874651824,540.0695689248639,0,0.6409375,0,union_republicana,True
brain_comparison,fake_rules,20,defeated,26.536123498853705,2.1515995241745403,8.192587710346965,41.61152620476287,34.99311125426427,5498.9092075653225,0,0.6755416666666667,0,union_republicana,True
brain_comparison,fake_rules,21,hyperinflation,1833.1146043727038,3.0556064988968274,7.190098360963265,0.0,10.522706586321062,0.0,0,0.001068181818181812,0,,
brain_comparison,fake_rules,22,hyperinflation,1397.8115799259567,2.681645277039717,7.060751527203935,0.0,14.672966503514907,0.0,0,0.05500000000000001,0,,
brain_comparison,fake_rules,23,defeated,26.0226298157769,0.6564990233374587,10.849199037536145,43.34719061433579,51.97488417101016,8217.994041342346,0,0.5448333333333333,0,union_republicana,True
brain_comparison,fake_rules,24,defeated,25.94693811444224,0.9444863252678996,10.785282184893001,46.36404262178982,49.742284363936704,7653.486032843312,0,0.7029166666666666,0,union_republicana,True
brain_comparison,fake_rules,25,defeated,17.2810383121583,0.7882884091166599,10.559244651035613,40.77374725835886,52.71763911719975,7204.086621979326,0,0.7757708333333333,0,union_republicana,True
brain_comparison,fake_rules,26,defeated,41.7425458840885,0.9849434908118153,9.514675706728505,43.792657519785806,40.29237643857668,1127.3331779963132,0,0.7303333333333333,0,union_republicana,True
brain_comparison,fake_rules,27,hyperinflation,1706.5846028101057,2.4942332022921976,8.171839156869922,45.773261922670514,13.388067500826384,0.0,0,0.08866666666666666,0,union_republicana,True
brain_comparison,fake_rules,28,reelected,22.441854008813532,2.5555295403997635,8.058795165562255,35.290345817299695,49.34972069768226,8081.775310969857,0,0.6681666666666667,0,frente_federal,False
brain_comparison,fake_rules,29,collapse,1840.647168198927,1.8355908600040687,8.602365449648604,0.0,8.382779099348099,0.0,0,-0.29808823529411765,0,,
